route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
5,1,1_100001_2_5_4,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100001_3_5_4,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100001_4_5_4,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100001_5_5_4,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100001_6_5_4,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100001_7_5_4,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100001_8_5_4,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100001_9_5_4,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100001_10_5_4,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100001_11_5_4,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100001_12_5_4,Hiltrup Bahnhof,,,,5_8_1,,
15,1,1_100002_2_15_14,Kinderhaus Brüningheide,,,,15_9_1,,
16,1,1_100002_3_16_14,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100002_4_16_14,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100002_5_16_14,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100002_6_16_14,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100002_7_16_14,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100002_8_16_14,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100002_9_16_14,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100002_10_16_14,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100002_11_16_14,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100002_12_16_14,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100002_13_16_14,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100002_14_16_14,Kinderhaus Brüningheide,,,,16_1_1,,
82,1,1_100002_16_82_14,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
82,1,1_100002_17_82_14,Rudolf-Diesel-Straße,,,,82_811_1,,
82,1,1_100002_18_82_14,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
10,1,1_100003_2_10_8,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100003_3_10_8,Handorf Hornheide,,,,10_315_1,,
10,1,1_100003_5_10_8,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100003_6_10_8,Handorf Hornheide,,,,10_7_1,,
10,1,1_100003_8_10_8,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100003_9_10_8,Handorf Hornheide,,,,10_315_1,,
10,1,1_100003_11_10_8,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100003_12_10_8,Handorf Hornheide,,,,10_7_1,,
10,1,1_100003_14_10_8,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100003_15_10_8,Handorf Hornheide,,,,10_315_1,,
10,1,1_100003_17_10_8,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100003_18_10_8,Handorf Hornheide,,,,10_7_1,,
10,1,1_100003_20_10_8,Mecklenbeck Waldweg,,,,10_408_1,,
1,1,1_100004_2_1_6,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100004_3_1_6,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100004_4_1_6,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100004_5_1_6,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100004_6_1_6,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100004_7_1_6,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100004_8_1_6,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100004_9_1_6,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100004_10_1_6,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100004_11_1_6,Roxel Hallenbad,,,,1_11_1,,
80,1,1_100004_12_80_6,Hauptbahnhof,,,,80_4_1,,
80,1,1_100004_14_80_6,Roxel,,,,80_11_1,,
11,1,1_100005_2_11_9,Tannenhof,,,,11_6_1,,
11,1,1_100005_3_11_9,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100005_4_11_9,Tannenhof,,,,11_6_1,,
11,1,1_100005_5_11_9,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100005_6_11_9,Tannenhof,,,,11_6_1,,
11,1,1_100005_7_11_9,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100005_8_11_9,Tannenhof,,,,11_6_1,,
11,1,1_100005_9_11_9,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100005_10_11_9,Tannenhof,,,,11_6_1,,
11,1,1_100005_11_11_9,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100005_12_11_9,Tannenhof,,,,11_6_1,,
11,1,1_100005_13_11_9,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100005_14_11_9,Tannenhof,,,,11_6_1,,
84,1,1_100005_15_84_9,Albachten Bahnhof,,,,84_10_1,,
84,1,1_100005_16_84_9,Tannenhof,,,,84_17_1,,
4,1,1_100006_2_4_5,Clemenshospital,,,,4_2_1,,
4,1,1_100006_4_4_5,Gelmer,,,,4_5_1,,
4,1,1_100006_5_4_5,Clemenshospital,,,,4_6_1,,
4,1,1_100006_7_4_5,Gelmer,,,,4_5_1,,
4,1,1_100006_8_4_5,Clemenshospital,,,,4_6_1,,
4,1,1_100006_10_4_5,Gelmer,,,,4_7_1,,
4,1,1_100006_11_4_5,Clemenshospital,,,,4_2_1,,
4,1,1_100006_13_4_5,Gelmer,,,,4_5_1,,
4,1,1_100006_14_4_5,Clemenshospital,,,,4_6_1,,
4,1,1_100006_16_4_5,Gelmer,,,,4_7_1,,
4,1,1_100006_17_4_5,Clemenshospital,,,,4_2_1,,
4,1,1_100006_19_4_5,Gelmer,,,,4_5_1,,
4,1,1_100006_20_4_5,Clemenshospital,,,,4_6_1,,
15,1,1_100007_2_15_3,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100007_3_15_3,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100007_4_15_3,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100007_5_15_3,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100007_6_15_3,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100007_7_15_3,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100007_8_15_3,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100007_9_15_3,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100007_10_15_3,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100007_11_15_3,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100007_12_15_3,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100007_13_15_3,Kinderhaus Brüningheide,,,,15_9_1,,
10,1,1_100008_2_10_1,Handorf Hornheide,,,,10_413_1,,
10,1,1_100008_4_10_1,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100008_5_10_1,Handorf Hornheide,,,,10_7_1,,
10,1,1_100008_7_10_1,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100008_8_10_1,Handorf Hornheide,,,,10_315_1,,
10,1,1_100008_10_10_1,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100008_11_10_1,Handorf Hornheide,,,,10_7_1,,
10,1,1_100008_13_10_1,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100008_14_10_1,Handorf Hornheide,,,,10_315_1,,
10,1,1_100008_16_10_1,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100008_17_10_1,Handorf Hornheide,,,,10_7_1,,
10,1,1_100008_19_10_1,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100008_20_10_1,Handorf Hornheide,,,,10_315_1,,
4,1,1_100009_2_4_2,Gelmer,,,,4_15_1,,
4,1,1_100009_3_4_2,Clemenshospital,,,,4_6_1,,
4,1,1_100009_5_4_2,Gelmer,,,,4_5_1,,
4,1,1_100009_6_4_2,Clemenshospital,,,,4_2_1,,
4,1,1_100009_8_4_2,Gelmer,,,,4_5_1,,
4,1,1_100009_9_4_2,Clemenshospital,,,,4_6_1,,
4,1,1_100009_11_4_2,Gelmer,,,,4_5_1,,
4,1,1_100009_12_4_2,Clemenshospital,,,,4_2_1,,
4,1,1_100009_14_4_2,Gelmer,,,,4_5_1,,
4,1,1_100009_15_4_2,Clemenshospital,,,,4_6_1,,
4,1,1_100009_17_4_2,Gelmer,,,,4_5_1,,
4,1,1_100009_18_4_2,Clemenshospital,,,,4_2_1,,
4,1,1_100009_20_4_2,Gelmer,,,,4_7_1,,
9,1,1_100010_2_9_7,Von-Humboldt-Straße,,,,9_3_1,,
9,1,1_100010_3_9_7,Hiltrup Franz-Marc-Weg,,,,9_2_1,,
9,1,1_100010_4_9_7,Von-Humboldt-Straße,,,,9_3_1,,
9,1,1_100010_5_9_7,Hiltrup Franz-Marc-Weg,,,,9_2_1,,
9,1,1_100010_6_9_7,Sprakel,,,,9_5_1,,
9,1,1_100010_8_9_7,Hiltrup Franz-Marc-Weg,,,,9_2_1,,
9,1,1_100010_9_9_7,Sprakel,,,,9_5_1,,
9,1,1_100010_11_9_7,Hiltrup Franz-Marc-Weg,,,,9_4_1,,
9,1,1_100010_12_9_7,Sprakel,,,,9_5_1,,
9,1,1_100010_14_9_7,Hiltrup Franz-Marc-Weg,,,,9_4_1,,
16,1,1_100011_2_16_8,Kinderhaus Brüningheide,,,,16_1_1,,
15,1,1_100011_3_15_8,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100011_4_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100011_5_15_8,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100011_6_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100011_7_15_8,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100011_8_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100011_9_15_8,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100011_10_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100011_11_15_8,Albachten Bahnhof,,,,15_8_1,,
15,1,1_100011_12_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,1,1_100011_13_15_8,Albachten Bahnhof,,,,15_8_1,,
6,1,1_100012_2_6_21,Coerde,,,,6_315_1,,
6,1,1_100012_4_6_21,Hiltrup Bahnhof,,,,6_304_1,,
5,1,1_100012_5_5_21,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100012_6_5_21,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100012_7_5_21,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100012_8_5_21,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100012_9_5_21,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100012_10_5_21,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100012_11_5_21,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100012_12_5_21,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100012_13_5_21,Nienberge Hannaschweg,,,,5_5_1,,
85,1,1_100012_14_85_21,Wolbeck Markt,,,,85_14_1,,
85,1,1_100012_15_85_21,Nienberge,,,,85_11_1,,
5,1,1_100013_2_5_11,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100013_3_5_11,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100013_4_5_11,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100013_5_5_11,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100013_6_5_11,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100013_7_5_11,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100013_8_5_11,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100013_9_5_11,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100013_10_5_11,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100013_11_5_11,Nienberge Hannaschweg,,,,5_5_1,,
85,1,1_100013_12_85_11,Wolbeck Markt,,,,85_16_1,,
85,1,1_100013_13_85_11,Nienberge,,,,85_13_1,,
85,1,1_100013_14_85_11,Wolbeck Tiergarten,,,,85_32_1,,
85,1,1_100013_16_85_11,Nienberge,,,,85_29_1,,
1,1,1_100014_2_1_8,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100014_3_1_8,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100014_4_1_8,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100014_5_1_8,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100014_6_1_8,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100014_7_1_8,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100014_8_1_8,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100014_9_1_8,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100014_10_1_8,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100014_11_1_8,Amelsbüren Bahnhof,,,,1_24_1,,
81,1,1_100014_12_81_8,Kinderhaus Brüningheide,,,,81_9_1,,
81,1,1_100014_13_81_8,Amelsbüren,,,,81_14_1,,
81,1,1_100014_14_81_8,Kinderhaus Brüningheide,,,,81_11_1,,
4,1,1_100015_2_4_1,Clemenshospital,,,,4_6_1,,
4,1,1_100015_4_4_1,Gelmer,,,,4_5_1,,
4,1,1_100015_5_4_1,Clemenshospital,,,,4_2_1,,
4,1,1_100015_7_4_1,Gelmer,,,,4_5_1,,
4,1,1_100015_8_4_1,Clemenshospital,,,,4_2_1,,
4,1,1_100015_10_4_1,Gelmer,,,,4_5_1,,
4,1,1_100015_11_4_1,Clemenshospital,,,,4_6_1,,
4,1,1_100015_13_4_1,Gelmer,,,,4_5_1,,
4,1,1_100015_14_4_1,Clemenshospital,,,,4_2_1,,
4,1,1_100015_16_4_1,Gelmer,,,,4_5_1,,
4,1,1_100015_17_4_1,Clemenshospital,,,,4_6_1,,
4,1,1_100015_19_4_1,Gelmer,,,,4_5_1,,
4,1,1_100015_20_4_1,Clemenshospital,,,,4_2_1,,
15,1,1_100016_2_15_11,Kinderhaus Brüningheide,,,,15_9_1,,
16,1,1_100016_3_16_11,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100016_4_16_11,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100016_5_16_11,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100016_6_16_11,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100016_7_16_11,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100016_8_16_11,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100016_9_16_11,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100016_10_16_11,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100016_11_16_11,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100016_12_16_11,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100016_13_16_11,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100017_2_16_4,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100017_3_16_4,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100017_4_16_4,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100017_5_16_4,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100017_6_16_4,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100017_7_16_4,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100017_8_16_4,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100017_9_16_4,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100017_10_16_4,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100017_11_16_4,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100017_12_16_4,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,1,1_100017_13_16_4,Kinderhaus Brüningheide,,,,16_1_1,,
16,1,1_100017_14_16_4,Mecklenbeck Meckmannweg,,,,16_2_1,,
83,1,1_100017_15_83_4,Handorf Hornheide,,,,83_9_1,,
83,1,1_100017_17_83_4,Mecklenbeck Meckmannweg,,,,83_10_1,,
5,1,1_100018_2_5_1,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100018_3_5_1,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100018_4_5_1,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100018_5_5_1,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100018_6_5_1,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100018_7_5_1,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100018_8_5_1,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100018_9_5_1,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100018_10_5_1,Nienberge Hannaschweg,,,,5_5_1,,
5,1,1_100018_11_5_1,Hiltrup Bahnhof,,,,5_8_1,,
5,1,1_100018_12_5_1,Nienberge Hannaschweg,,,,5_5_1,,
85,1,1_100018_13_85_1,Wolbeck Markt,,,,85_16_1,,
85,1,1_100018_14_85_1,Nienberge,,,,85_13_1,,
85,1,1_100018_15_85_1,Wolbeck Tiergarten,,,,85_32_1,,
85,1,1_100018_17_85_1,Gremmendorf Ehrenmal,,,,85_5_1,,
10,1,1_100019_2_10_2,Handorf Hornheide,,,,10_17_1,,
10,1,1_100019_4_10_2,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100019_5_10_2,Handorf Hornheide,,,,10_7_1,,
10,1,1_100019_7_10_2,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100019_8_10_2,Handorf Hornheide,,,,10_315_1,,
10,1,1_100019_10_10_2,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100019_11_10_2,Handorf Hornheide,,,,10_7_1,,
10,1,1_100019_13_10_2,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100019_14_10_2,Handorf Hornheide,,,,10_315_1,,
10,1,1_100019_16_10_2,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,1,1_100019_17_10_2,Handorf Hornheide,,,,10_7_1,,
10,1,1_100019_19_10_2,Mecklenbeck Waldweg,,,,10_408_1,,
10,1,1_100019_20_10_2,Handorf Hornheide,,,,10_315_1,,
83,1,1_100019_22_83_2,Mecklenbeck Meckmannweg,,,,83_12_1,,
83,1,1_100019_23_83_2,Handorf Hornheide,,,,83_9_1,,
83,1,1_100019_25_83_2,Mecklenbeck Meckmannweg,,,,83_10_1,,
83,1,1_100019_26_83_2,Handorf Hornheide,,,,83_9_1,,
83,1,1_100019_28_83_2,Mecklenbeck Meckmannweg,,,,83_10_1,,
4,1,1_100020_2_4_7,Gelmer,,,,4_5_1,,
4,1,1_100020_3_4_7,Clemenshospital,,,,4_6_1,,
4,1,1_100020_5_4_7,Gelmer,,,,4_5_1,,
4,1,1_100020_6_4_7,Clemenshospital,,,,4_2_1,,
4,1,1_100020_8_4_7,Gelmer,,,,4_5_1,,
4,1,1_100020_9_4_7,Clemenshospital,,,,4_6_1,,
4,1,1_100020_11_4_7,Gelmer,,,,4_5_1,,
4,1,1_100020_12_4_7,Clemenshospital,,,,4_2_1,,
4,1,1_100020_14_4_7,Gelmer,,,,4_5_1,,
4,1,1_100020_15_4_7,Clemenshospital,,,,4_6_1,,
4,1,1_100020_17_4_7,Gelmer,,,,4_5_1,,
4,1,1_100020_18_4_7,Clemenshospital,,,,4_2_1,,
4,1,1_100020_20_4_7,Gelmer,,,,4_7_1,,
6,1,1_100021_2_6_8,Hiltrup Bahnhof,,,,6_304_1,,
6,1,1_100021_3_6_8,Kinderhaus Schulzentrum,,,,6_311_1,,
1,1,1_100022_2_1_11,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100022_3_1_11,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100022_4_1_11,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100022_5_1_11,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100022_6_1_11,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100022_7_1_11,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100022_8_1_11,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100022_9_1_11,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100022_10_1_11,Amelsbüren Bahnhof,,,,1_24_1,,
81,1,1_100022_11_81_11,Kinderhaus Brüningheide,,,,81_11_1,,
17,1,1_100023_2_17_1,Krögerweg,,,,17_6_1,,
17,1,1_100023_3_17_1,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100023_5_17_1,Krögerweg,,,,17_8_1,,
1,1,1_100024_2_1_7,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100024_3_1_7,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100024_4_1_7,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100024_5_1_7,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100024_6_1_7,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100024_7_1_7,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100024_8_1_7,Roxel Hallenbad,,,,1_11_1,,
1,1,1_100024_9_1_7,Amelsbüren Bahnhof,,,,1_24_1,,
1,1,1_100024_10_1_7,Roxel Hallenbad,,,,1_11_1,,
80,1,1_100024_11_80_7,Hauptbahnhof,,,,80_4_1,,
80,1,1_100024_13_80_7,Roxel,,,,80_11_1,,
80,1,1_100024_14_80_7,Hauptbahnhof,,,,80_12_1,,
80,1,1_100024_16_80_7,Roxel,,,,80_11_1,,
80,1,1_100024_17_80_7,Hauptbahnhof,,,,80_4_1,,
80,1,1_100024_19_80_7,Roxel,,,,80_11_1,,
2,1,1_100025_2_2_4,Handorf Kaserne,,,,2_7_1,,
2,1,1_100025_3_2_4,Technologiepark,,,,2_12_1,,
2,1,1_100025_4_2_4,Handorf Kaserne,,,,2_7_1,,
2,1,1_100025_5_2_4,Technologiepark,,,,2_12_1,,
2,1,1_100025_6_2_4,Handorf Kaserne,,,,2_7_1,,
2,1,1_100025_7_2_4,Technologiepark,,,,2_12_1,,
2,1,1_100025_8_2_4,Handorf Kaserne,,,,2_7_1,,
2,1,1_100025_9_2_4,Technologiepark,,,,2_12_1,,
2,1,1_100025_10_2_4,Handorf Kaserne,,,,2_7_1,,
2,1,1_100025_11_2_4,Technologiepark,,,,2_12_1,,
2,1,1_100025_12_2_4,Handorf Kaserne,,,,2_7_1,,
2,1,1_100025_13_2_4,Technologiepark,,,,2_12_1,,
18,1,1_100026_2_18_1,Wolbeck,,,,18_6_1,,
18,1,1_100026_4_18_1,Alexianerweg,,,,18_5_1,,
18,1,1_100026_5_18_1,Wolbeck,,,,18_6_1,,
18,1,1_100026_7_18_1,Alexianerweg,,,,18_5_1,,
18,1,1_100026_8_18_1,Wolbeck,,,,18_6_1,,
18,1,1_100026_10_18_1,Alexianerweg,,,,18_5_1,,
18,1,1_100026_11_18_1,Wolbeck,,,,18_6_1,,
18,1,1_100026_13_18_1,Alexianerweg,,,,18_5_1,,
18,1,1_100026_14_18_1,Wolbeck,,,,18_6_1,,
18,1,1_100026_16_18_1,Alexianerweg,,,,18_5_1,,
18,1,1_100026_17_18_1,Wolbeck,,,,18_6_1,,
18,1,1_100026_19_18_1,Alexianerweg,,,,18_5_1,,
18,1,1_100026_20_18_1,Wolbeck,,,,18_6_1,,
18,1,1_100026_22_18_1,Alexianerweg,,,,18_5_1,,
18,1,1_100026_23_18_1,Wolbeck,,,,18_6_1,,
17,1,1_100027_2_17_2,Kinderhaus Schulzentrum,,,,17_3_1,,
17,1,1_100027_4_17_2,Krögerweg,,,,17_8_1,,
17,1,1_100027_5_17_2,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100027_7_17_2,Krögerweg,,,,17_8_1,,
17,1,1_100027_8_17_2,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100027_10_17_2,Krögerweg,,,,17_8_1,,
17,1,1_100027_11_17_2,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100027_13_17_2,Krögerweg,,,,17_8_1,,
17,1,1_100027_14_17_2,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100027_16_17_2,Krögerweg,,,,17_8_1,,
17,1,1_100027_17_17_2,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100027_19_17_2,Krögerweg,,,,17_8_1,,
17,1,1_100027_20_17_2,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100027_22_17_2,Krögerweg,,,,17_8_1,,
17,1,1_100027_23_17_2,Kinderhaus Schulzentrum,,,,17_7_1,,
17,1,1_100027_25_17_2,Krögerweg,,,,17_8_1,,
19,1,1_100028_2_19_1,Handorf Kaserne,,,,19_4_1,,
19,1,1_100028_3_19_1,Sprakel,,,,19_3_1,,
19,1,1_100028_5_19_1,Waldfriedhof Lauheide,,,,19_6_1,,
19,1,1_100028_6_19_1,Sprakel,,,,19_5_1,,
19,1,1_100028_8_19_1,Waldfriedhof Lauheide,,,,19_6_1,,
19,1,1_100028_9_19_1,Sprakel,,,,19_5_1,,
19,1,1_100028_11_19_1,Waldfriedhof Lauheide,,,,19_6_1,,
19,1,1_100028_12_19_1,Sprakel,,,,19_5_1,,
19,1,1_100028_14_19_1,Waldfriedhof Lauheide,,,,19_6_1,,
19,1,1_100028_15_19_1,Sprakel,,,,19_5_1,,
19,1,1_100028_17_19_1,Waldfriedhof Lauheide,,,,19_6_1,,
19,1,1_100028_18_19_1,Sprakel,,,,19_5_1,,
19,1,1_100028_20_19_1,Waldfriedhof Lauheide,,,,19_6_1,,
19,1,1_100028_21_19_1,Sprakel,,,,19_5_1,,
19,1,1_100028_23_19_1,Handorf Kaserne,,,,19_4_1,,
19,1,1_100028_24_19_1,Sprakel,,,,19_3_1,,
11,1,1_100029_2_11_1,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100029_3_11_1,Tannenhof,,,,11_6_1,,
11,1,1_100029_4_11_1,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100029_5_11_1,Tannenhof,,,,11_6_1,,
11,1,1_100029_6_11_1,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100029_7_11_1,Tannenhof,,,,11_6_1,,
11,1,1_100029_8_11_1,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100029_9_11_1,Tannenhof,,,,11_6_1,,
11,1,1_100029_10_11_1,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100029_11_11_1,Tannenhof,,,,11_6_1,,
11,1,1_100029_12_11_1,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,1,1_100029_13_11_1,Tannenhof,,,,11_6_1,,
84,1,1_100029_14_84_1,Albachten Bahnhof,,,,84_10_1,,
84,1,1_100029_15_84_1,Tannenhof,,,,84_17_1,,
84,1,1_100029_16_84_1,Albachten Bahnhof,,,,84_10_1,,
84,1,1_100029_17_84_1,Tannenhof,,,,84_17_1,,
84,1,1_100029_18_84_1,Albachten Bahnhof,,,,84_10_1,,
9,1,1_100030_2_9_6,Hiltrup Franz-Marc-Weg,,,,9_8_1,,
9,1,1_100030_3_9_6,Sprakel,,,,9_5_1,,
